frame_idx,level,count,gpu_mem_mb
4804,P3,4,67
4805,P4,16,280
4806,P5,4,69
4807,P3,5,72
4808,P4,16,296
4809,P5,6,75
4810,P3,4,76
4811,P4,16,312
4812,P5,5,80
4813,P3,3,79
4814,P4,15,327
4815,P5,1,81
4816,P3,5,84
4817,P4,16,343
4818,P5,2,83
4819,P3,6,90
4820,P4,17,360
4821,P5,2,85
4822,P3,4,94
4823,P4,17,377
4824,P5,0,85
4825,P3,3,97
4826,P4,17,394
4827,P5,4,89
4828,P3,3,100
4829,P4,15,409
4830,P5,10,99
4831,P3,2,102
4832,P4,19,428
4833,P5,1,100
4834,P3,5,107
4835,P4,17,445
4836,P5,1,101
4837,P3,3,110
4838,P4,17,462
4839,P5,2,103
4840,P3,2,112
4841,P4,16,478
4842,P5,2,105
4843,P3,0,0
4844,P4,0,0
4845,P5,0,0
4846,P3,0,0
4847,P4,10,10
4848,P5,10,10
4849,P3,4,4
4850,P4,11,21
4851,P5,5,15
4852,P3,3,7
4853,P4,15,36
4854,P5,4,19
4855,P3,3,10
4856,P4,12,48
4857,P5,6,25
4858,P3,1,11
4859,P4,14,62
4860,P5,3,28
4861,P3,2,13
4862,P4,13,75
4863,P5,4,32
4864,P3,3,16
4865,P4,15,90
4866,P5,4,36
4867,P3,0,16
4868,P4,11,101
4869,P5,4,40
4870,P3,2,18
4871,P4,15,116
4872,P5,2,42
4873,P3,4,22
4874,P4,12,128
4875,P5,4,46
4876,P3,1,23
4877,P4,10,138
4878,P5,6,52
4879,P3,1,24
4880,P4,9,147
4881,P5,9,61
4882,P3,4,28
4883,P4,11,158
4884,P5,6,67
4885,P3,2,30
4886,P4,11,169
4887,P5,6,73
4888,P3,5,35
4889,P4,10,179
4890,P5,8,81
4891,P3,2,37
4892,P4,10,189
4893,P5,6,87
4894,P3,2,39
4895,P4,8,197
4896,P5,8,95
4897,P3,0,39
4898,P4,11,208
4899,P5,8,103
4900,P3,0,0
4901,P4,0,0
4902,P5,0,0
4903,P3,0,0
4904,P4,17,17
4905,P5,0,0
4906,P3,0,0
4907,P4,21,38
4908,P5,1,1
4909,P3,0,0
4910,P4,19,57
4911,P5,1,2
4912,P3,0,0
4913,P4,18,75
4914,P5,1,3
4915,P3,0,0
4916,P4,20,95
4917,P5,0,3
4918,P3,0,0
4919,P4,17,112
4920,P5,1,4
4921,P3,0,0
4922,P4,17,129
4923,P5,0,4
4924,P3,0,0
4925,P4,21,150
4926,P5,0,4
4927,P3,0,0
4928,P4,17,167
4929,P5,1,5
4930,P3,0,0
4931,P4,17,184
4932,P5,0,5
4933,P3,0,0
4934,P4,16,200
4935,P5,0,5
4936,P3,0,0
4937,P4,13,213
4938,P5,0,5
4939,P3,0,0
4940,P4,21,234
4941,P5,0,5
4942,P3,0,0
4943,P4,16,250
4944,P5,0,5
4945,P3,0,0
4946,P4,16,266
4947,P5,0,5
4948,P3,0,0
4949,P4,16,282
4950,P5,0,5
4951,P3,0,0
4952,P4,16,298
4953,P5,0,5
4954,P3,0,0
4955,P4,18,316
4956,P5,0,5
4957,P3,0,0
4958,P4,16,332
4959,P5,0,5
4960,P3,0,0
4961,P4,15,347
4962,P5,1,6
4963,P3,0,0
4964,P4,17,364
4965,P5,0,6
4966,P3,0,0
4967,P4,16,380
4968,P5,0,6
4969,P3,0,0
4970,P4,21,401
4971,P5,0,6
4972,P3,0,0
4973,P4,14,415
4974,P5,0,6
4975,P3,0,0
4976,P4,22,437
4977,P5,0,6
4978,P3,0,0
4979,P4,20,457
4980,P5,1,7
4981,P3,0,0
4982,P4,16,473
4983,P5,0,7
4984,P3,0,0
4985,P4,19,492
4986,P5,1,8
4987,P3,0,0
4988,P4,18,510
4989,P5,0,8
4990,P3,0,0
4991,P4,20,530
4992,P5,0,8
4993,P3,0,0
4994,P4,15,545
4995,P5,0,8
4996,P3,0,0
4997,P4,17,562
4998,P5,0,8
4999,P3,0,0
5000,P4,19,581
5001,P5,0,8
5002,P3,0,0
5003,P4,16,597
5004,P5,0,8
5005,P3,0,0
5006,P4,18,615
5007,P5,0,8
5008,P3,0,0
5009,P4,15,630
5010,P5,1,9
5011,P3,0,0
5012,P4,17,647
5013,P5,0,9
5014,P3,0,0
5015,P4,20,667
5016,P5,0,9
5017,P3,0,0
5018,P4,19,686
5019,P5,0,9
5020,P3,0,0
5021,P4,0,0
5022,P5,0,0
5023,P3,0,0
5024,P4,17,17
5025,P5,7,7
5026,P3,0,0
5027,P4,15,32
5028,P5,1,8
5029,P3,0,0
5030,P4,14,46
5031,P5,8,16
5032,P3,0,0
5033,P4,16,62
5034,P5,4,20
5035,P3,0,0
5036,P4,16,78
5037,P5,6,26
5038,P3,0,0
5039,P4,0,0
5040,P5,0,0
5041,P3,2,2
5042,P4,16,16
5043,P5,0,0
5044,P3,0,0
5045,P4,0,0
5046,P5,0,0
5047,P3,0,0
5048,P4,27,27
5049,P5,6,6
5050,P3,0,0
5051,P4,17,44
5052,P5,2,8
5053,P3,2,2
5054,P4,21,65
5055,P5,6,14
5056,P3,0,2
5057,P4,22,87
5058,P5,3,17
5059,P3,0,2
5060,P4,18,105
5061,P5,2,19
5062,P3,0,2
5063,P4,20,125
5064,P5,5,24
5065,P3,0,2
5066,P4,24,149
5067,P5,2,26
5068,P3,1,3
5069,P4,22,171
5070,P5,3,29
5071,P3,0,3
5072,P4,26,197
5073,P5,2,31
5074,P3,0,3
5075,P4,15,212
5076,P5,2,33
5077,P3,0,3
5078,P4,35,247
5079,P5,6,39
5080,P3,0,3
5081,P4,27,274
5082,P5,3,42
5083,P3,0,3
5084,P4,24,298
5085,P5,3,45
5086,P3,0,3
5087,P4,26,324
5088,P5,1,46
5089,P3,0,3
5090,P4,17,341
5091,P5,5,51
5092,P3,0,3
5093,P4,20,361
5094,P5,3,54
5095,P3,0,3
5096,P4,19,380
5097,P5,13,67
5098,P3,0,3
5099,P4,15,395
5100,P5,3,70
5101,P3,0,3
5102,P4,17,412
5103,P5,5,75
5104,P3,0,3
5105,P4,24,436
5106,P5,3,78
5107,P3,2,5
5108,P4,18,454
5109,P5,4,82
5110,P3,0,5
5111,P4,22,476
5112,P5,4,86
5113,P3,1,6
5114,P4,22,498
5115,P5,6,92
5116,P3,0,6
5117,P4,20,518
5118,P5,2,94
5119,P3,0,6
5120,P4,17,535
5121,P5,10,104
5122,P3,0,6
5123,P4,26,561
5124,P5,5,109
5125,P3,0,6
5126,P4,24,585
5127,P5,6,115
5128,P3,0,6
5129,P4,20,605
5130,P5,7,122
5131,P3,0,6
5132,P4,25,630
5133,P5,5,127
5134,P3,0,6
5135,P4,25,655
5136,P5,7,134
5137,P3,0,6
5138,P4,33,688
5139,P5,3,137
5140,P3,0,6
5141,P4,26,714
5142,P5,2,139
5143,P3,0,0
5144,P4,0,0
5145,P5,0,0
5146,P3,16,16
5147,P4,1,1
5148,P5,13,13
5149,P3,8,24
5150,P4,0,1
5151,P5,14,27
5152,P3,13,37
5153,P4,3,4
5154,P5,15,42
5155,P3,13,50
5156,P4,2,6
5157,P5,12,54
5158,P3,19,69
5159,P4,4,10
5160,P5,7,61
5161,P3,12,81
5162,P4,5,15
5163,P5,15,76
5164,P3,17,98
5165,P4,4,19
5166,P5,13,89
5167,P3,20,118
5168,P4,0,19
5169,P5,13,102
5170,P3,15,133
5171,P4,4,23
5172,P5,17,119
5173,P3,11,144
5174,P4,1,24
5175,P5,11,130
5176,P3,0,0
5177,P4,0,0
5178,P5,0,0
5179,P3,14,14
5180,P4,48,48
5181,P5,0,0
5182,P3,20,34
5183,P4,59,107
5184,P5,0,0
5185,P3,24,58
5186,P4,63,170
5187,P5,1,1
5188,P3,20,78
5189,P4,59,229
5190,P5,0,1
5191,P3,18,96
5192,P4,63,292
5193,P5,1,2
5194,P3,26,122
5195,P4,52,344
5196,P5,1,3
5197,P3,30,152
5198,P4,58,402
5199,P5,0,3
5200,P3,25,177
5201,P4,63,465
5202,P5,0,3
5203,P3,28,205
5204,P4,55,520
5205,P5,0,3
5206,P3,23,228
5207,P4,62,582
5208,P5,1,4
5209,P3,0,0
5210,P4,0,0
5211,P5,0,0
5212,P3,0,0
5213,P4,0,0
5214,P5,17,17
5215,P3,0,0
5216,P4,1,1
5217,P5,16,33
5218,P3,0,0
5219,P4,0,1
5220,P5,17,50
5221,P3,0,0
5222,P4,0,1
5223,P5,17,67
5224,P3,0,0
5225,P4,0,1
5226,P5,16,83
5227,P3,0,0
5228,P4,0,1
5229,P5,17,100
5230,P3,1,1
5231,P4,0,1
5232,P5,19,119
5233,P3,0,1
5234,P4,0,1
5235,P5,17,136
5236,P3,0,1
5237,P4,0,1
5238,P5,18,154
5239,P3,0,1
5240,P4,0,1
5241,P5,16,170
5242,P3,0,1
5243,P4,0,1
5244,P5,16,186
5245,P3,0,1
5246,P4,0,1
5247,P5,17,203
5248,P3,0,1
5249,P4,0,1
5250,P5,17,220
5251,P3,0,1
5252,P4,0,1
5253,P5,17,237
5254,P3,1,2
5255,P4,2,3
5256,P5,18,255
5257,P3,1,3
5258,P4,2,5
5259,P5,17,272
5260,P3,1,4
5261,P4,2,7
5262,P5,18,290
5263,P3,0,4
5264,P4,0,7
5265,P5,18,308
5266,P3,0,4
5267,P4,0,7
5268,P5,18,326
5269,P3,0,4
5270,P4,0,7
5271,P5,16,342
5272,P3,0,4
5273,P4,0,7
5274,P5,17,359
5275,P3,0,4
5276,P4,0,7
5277,P5,16,375
5278,P3,0,4
5279,P4,0,7
5280,P5,18,393
5281,P3,0,4
5282,P4,1,8
5283,P5,17,410
5284,P3,0,4
5285,P4,0,8
5286,P5,17,427
5287,P3,0,4
5288,P4,0,8
5289,P5,17,444
5290,P3,0,4
5291,P4,0,8
5292,P5,17,461
5293,P3,0,0
5294,P4,0,0
5295,P5,0,0
5296,P3,0,0
5297,P4,45,45
5298,P5,15,15
5299,P3,0,0
5300,P4,47,92
5301,P5,13,28
5302,P3,0,0
5303,P4,46,138
5304,P5,14,42
5305,P3,0,0
5306,P4,45,183
5307,P5,11,53
5308,P3,0,0
5309,P4,39,222
5310,P5,10,63
5311,P3,0,0
5312,P4,40,262
5313,P5,19,82
5314,P3,0,0
5315,P4,47,309
5316,P5,8,90
5317,P3,0,0
5318,P4,43,352
5319,P5,12,102
5320,P3,0,0
5321,P4,0,0
5322,P5,0,0
5323,P3,0,0
5324,P4,3,3
5325,P5,15,15
5326,P3,0,0
5327,P4,1,4
5328,P5,18,33
5329,P3,0,0
5330,P4,3,7
5331,P5,17,50
5332,P3,0,0
5333,P4,1,8
5334,P5,17,67
5335,P3,0,0
5336,P4,1,9
5337,P5,15,82
5338,P3,0,0
5339,P4,1,10
5340,P5,18,100
5341,P3,0,0
5342,P4,2,12
5343,P5,15,115
5344,P3,0,0
5345,P4,1,13
5346,P5,16,131
5347,P3,0,0
5348,P4,0,0
5349,P5,0,0
5350,P3,0,0
5351,P4,5,5
5352,P5,24,24
5353,P3,1,1
5354,P4,6,11
5355,P5,19,43
5356,P3,3,4
5357,P4,3,14
5358,P5,26,69
5359,P3,3,7
5360,P4,7,21
5361,P5,21,90
5362,P3,3,10
5363,P4,5,26
5364,P5,23,113
5365,P3,1,11
5366,P4,5,31
5367,P5,25,138
5368,P3,0,11
5369,P4,3,34
5370,P5,27,165
5371,P3,1,12
5372,P4,6,40
5373,P5,26,191
5374,P3,2,14
5375,P4,7,47
5376,P5,26,217
5377,P3,0,14
5378,P4,6,53
5379,P5,17,234
5380,P3,2,16
5381,P4,4,57
5382,P5,20,254
5383,P3,2,18
5384,P4,5,62
5385,P5,27,281
5386,P3,1,19
5387,P4,3,65
5388,P5,22,303
5389,P3,2,21
5390,P4,3,68
5391,P5,21,324
5392,P3,1,22
5393,P4,7,75
5394,P5,24,348
5395,P3,1,23
5396,P4,4,79
5397,P5,27,375
5398,P3,1,24
5399,P4,6,85
5400,P5,21,396
5401,P3,4,28
5402,P4,2,87
5403,P5,23,419
5404,P3,0,28
5405,P4,5,92
5406,P5,22,441
5407,P3,3,31
5408,P4,4,96
5409,P5,24,465
5410,P3,0,31
5411,P4,8,104
5412,P5,21,486
5413,P3,2,33
5414,P4,4,108
5415,P5,15,501
5416,P3,2,35
5417,P4,6,114
5418,P5,18,519
5419,P3,0,0
5420,P4,0,0
5421,P5,0,0
5422,P3,0,0
5423,P4,11,11
5424,P5,23,23
5425,P3,0,0
5426,P4,6,17
5427,P5,15,38
5428,P3,0,0
5429,P4,0,17
5430,P5,19,57
5431,P3,0,0
5432,P4,6,23
5433,P5,18,75
5434,P3,0,0
5435,P4,1,24
5436,P5,20,95
5437,P3,0,0
5438,P4,2,26
5439,P5,20,115
5440,P3,0,0
5441,P4,2,28
5442,P5,16,131
5443,P3,0,0
5444,P4,8,36
5445,P5,17,148
5446,P3,0,0
5447,P4,9,45
5448,P5,14,162
5449,P3,0,0
5450,P4,8,53
5451,P5,24,186
5452,P3,0,0
5453,P4,1,54
5454,P5,23,209
5455,P3,0,0
5456,P4,6,60
5457,P5,18,227
5458,P3,0,0
5459,P4,4,64
5460,P5,20,247
5461,P3,0,0
5462,P4,10,74
5463,P5,17,264
5464,P3,0,0
5465,P4,4,78
5466,P5,23,287
5467,P3,0,0
5468,P4,8,86
5469,P5,24,311
5470,P3,0,0
5471,P4,5,91
5472,P5,22,333
5473,P3,0,0
5474,P4,0,91
5475,P5,24,357
5476,P3,0,0
5477,P4,2,93
5478,P5,18,375
5479,P3,0,0
5480,P4,6,99
5481,P5,20,395
5482,P3,0,0
5483,P4,4,103
5484,P5,22,417
5485,P3,0,0
5486,P4,10,113
5487,P5,14,431
5488,P3,0,0
5489,P4,6,119
5490,P5,18,449
5491,P3,0,0
5492,P4,10,129
5493,P5,18,467
5494,P3,0,0
5495,P4,3,132
5496,P5,15,482
5497,P3,0,0
5498,P4,3,135
5499,P5,20,502
5500,P3,0,0
5501,P4,8,143
5502,P5,19,521
5503,P3,0,0
5504,P4,6,149
5505,P5,14,535
5506,P3,0,0
5507,P4,6,155
5508,P5,14,549
5509,P3,0,0
5510,P4,11,166
5511,P5,11,560
5512,P3,0,0
5513,P4,6,172
5514,P5,18,578
5515,P3,0,0
5516,P4,7,179
5517,P5,25,603
5518,P3,0,0
5519,P4,4,183
5520,P5,26,629
5521,P3,0,0
5522,P4,5,188
5523,P5,20,649
5524,P3,0,0
5525,P4,0,188
5526,P5,22,671
5527,P3,0,0
5528,P4,11,199
5529,P5,18,689
5530,P3,0,0
5531,P4,5,204
5532,P5,23,712
5533,P3,0,0
5534,P4,4,208
5535,P5,19,731
5536,P3,0,0
5537,P4,1,209
5538,P5,21,752
5539,P3,0,0
5540,P4,7,216
5541,P5,13,765
5542,P3,0,0
5543,P4,4,220
5544,P5,24,789
5545,P3,0,0
5546,P4,0,220
5547,P5,22,811
5548,P3,0,0
5549,P4,11,231
5550,P5,16,827
5551,P3,0,0
5552,P4,6,237
5553,P5,20,847
5554,P3,0,0
5555,P4,7,244
5556,P5,15,862
5557,P3,0,0
5558,P4,4,248
5559,P5,24,886
5560,P3,0,0
5561,P4,0,0
5562,P5,0,0
5563,P3,4,4
5564,P4,0,0
5565,P5,5,5
5566,P3,9,13
5567,P4,3,3
5568,P5,10,15
5569,P3,4,17
5570,P4,2,5
5571,P5,9,24
5572,P3,7,24
5573,P4,2,7
5574,P5,4,28
5575,P3,3,27
5576,P4,2,9
5577,P5,10,38
5578,P3,5,32
5579,P4,1,10
5580,P5,13,51
5581,P3,4,36
5582,P4,4,14
5583,P5,14,65
5584,P3,6,42
5585,P4,0,14
5586,P5,8,73
5587,P3,3,45
5588,P4,1,15
5589,P5,10,83
5590,P3,4,49
5591,P4,2,17
5592,P5,12,95
5593,P3,6,55
5594,P4,6,23
5595,P5,14,109
5596,P3,4,59
5597,P4,1,24
5598,P5,6,115
5599,P3,8,67
5600,P4,2,26
5601,P5,9,124
5602,P3,7,74
5603,P4,3,29
5604,P5,13,137
5605,P3,10,84
5606,P4,3,32
5607,P5,11,148
5608,P3,4,88
5609,P4,2,34
5610,P5,15,163
5611,P3,7,95
5612,P4,0,34
5613,P5,12,175
5614,P3,5,100
5615,P4,3,37
5616,P5,16,191
5617,P3,2,102
5618,P4,5,42
5619,P5,12,203
5620,P3,4,106
5621,P4,2,44
5622,P5,13,216
5623,P3,6,112
5624,P4,2,46
5625,P5,8,224
5626,P3,3,115
5627,P4,6,52
5628,P5,18,242
5629,P3,9,124
5630,P4,1,53
5631,P5,9,251
5632,P3,0,0
5633,P4,0,0
5634,P5,0,0
5635,P3,0,0
5636,P4,0,0
5637,P5,19,19
5638,P3,0,0
5639,P4,0,0
5640,P5,16,35
5641,P3,0,0
5642,P4,0,0
5643,P5,17,52
5644,P3,0,0
5645,P4,1,1
5646,P5,17,69
5647,P3,0,0
5648,P4,0,1
5649,P5,18,87
5650,P3,0,0
5651,P4,0,1
5652,P5,18,105
5653,P3,0,0
5654,P4,0,1
5655,P5,18,123
5656,P3,0,0
5657,P4,0,1
5658,P5,18,141
5659,P3,0,0
5660,P4,0,1
5661,P5,16,157
5662,P3,0,0
5663,P4,0,1
5664,P5,18,175
5665,P3,0,0
5666,P4,0,1
5667,P5,17,192
5668,P3,0,0
5669,P4,0,1
5670,P5,17,209
5671,P3,0,0
5672,P4,0,1
5673,P5,17,226
5674,P3,0,0
5675,P4,0,1
5676,P5,16,242
5677,P3,0,0
5678,P4,2,3
5679,P5,18,260
5680,P3,0,0
5681,P4,0,3
5682,P5,17,277
5683,P3,0,0
5684,P4,0,3
5685,P5,18,295
5686,P3,0,0
5687,P4,0,3
5688,P5,16,311
5689,P3,0,0
5690,P4,0,3
5691,P5,17,328
5692,P3,0,0
5693,P4,0,3
5694,P5,17,345
5695,P3,0,0
5696,P4,0,3
5697,P5,18,363
5698,P3,0,0
5699,P4,0,3
5700,P5,18,381
5701,P3,0,0
5702,P4,0,3
5703,P5,17,398
5704,P3,0,0
5705,P4,0,3
5706,P5,18,416
5707,P3,0,0
5708,P4,1,4
5709,P5,17,433
5710,P3,0,0
5711,P4,0,4
5712,P5,16,449
5713,P3,0,0
5714,P4,0,4
5715,P5,16,465
5716,P3,0,0
5717,P4,0,0
5718,P5,0,0
5719,P3,0,0
5720,P4,18,18
5721,P5,4,4
5722,P3,0,0
5723,P4,14,32
5724,P5,1,5
5725,P3,0,0
5726,P4,17,49
5727,P5,1,6
5728,P3,0,0
5729,P4,13,62
5730,P5,3,9
5731,P3,0,0
5732,P4,17,79
5733,P5,4,13
5734,P3,0,0
5735,P4,16,95
5736,P5,0,13
5737,P3,0,0
5738,P4,20,115
5739,P5,2,15
5740,P3,0,0
5741,P4,13,128
5742,P5,4,19
5743,P3,0,0
5744,P4,17,145
5745,P5,1,20
5746,P3,0,0
5747,P4,15,160
5748,P5,3,23
5749,P3,0,0
5750,P4,14,174
5751,P5,4,27
5752,P3,0,0
5753,P4,16,190
5754,P5,2,29
5755,P3,0,0
5756,P4,15,205
5757,P5,2,31
5758,P3,0,0
5759,P4,17,222
5760,P5,3,34
5761,P3,0,0
5762,P4,15,237
5763,P5,3,37
5764,P3,0,0
5765,P4,16,253
5766,P5,1,38
5767,P3,0,0
5768,P4,21,274
5769,P5,1,39
5770,P3,0,0
5771,P4,15,289
5772,P5,2,41
5773,P3,0,0
5774,P4,20,309
5775,P5,2,43
5776,P3,0,0
5777,P4,17,326
5778,P5,4,47
5779,P3,0,0
5780,P4,16,342
5781,P5,0,47
5782,P3,0,0
5783,P4,0,0
5784,P5,0,0
5785,P3,14,14
5786,P4,36,36
5787,P5,2,2
5788,P3,21,35
5789,P4,33,69
5790,P5,5,7
5791,P3,12,47
5792,P4,23,92
5793,P5,2,9
5794,P3,23,70
5795,P4,20,112
5796,P5,3,12
5797,P3,0,0
5798,P4,0,0
5799,P5,0,0
5800,P3,0,0
5801,P4,20,20
5802,P5,2,2
5803,P3,0,0
5804,P4,18,38
5805,P5,1,3
5806,P3,0,0
5807,P4,21,59
5808,P5,3,6
5809,P3,0,0
5810,P4,25,84
5811,P5,2,8
5812,P3,0,0
5813,P4,16,100
5814,P5,1,9
5815,P3,0,0
5816,P4,19,119
5817,P5,2,11
5818,P3,0,0
5819,P4,17,136
5820,P5,3,14
5821,P3,0,0
5822,P4,18,154
5823,P5,1,15
5824,P3,0,0
5825,P4,20,174
5826,P5,2,17
5827,P3,0,0
5828,P4,19,193
5829,P5,4,21
5830,P3,0,0
5831,P4,18,211
5832,P5,2,23
5833,P3,0,0
5834,P4,19,230
5835,P5,4,27
5836,P3,0,0
5837,P4,18,248
5838,P5,1,28
5839,P3,0,0
5840,P4,20,268
5841,P5,1,29
5842,P3,0,0
5843,P4,18,286
5844,P5,1,30
5845,P3,0,0
5846,P4,19,305
5847,P5,1,31
5848,P3,0,0
5849,P4,20,325
5850,P5,2,33
5851,P3,0,0
5852,P4,18,343
5853,P5,2,35
5854,P3,0,0
5855,P4,17,360
5856,P5,3,38
5857,P3,0,0
5858,P4,17,377
5859,P5,1,39
5860,P3,0,0
5861,P4,20,397
5862,P5,1,40
5863,P3,0,0
5864,P4,22,419
5865,P5,3,43
5866,P3,0,0
5867,P4,18,437
5868,P5,1,44
5869,P3,0,0
5870,P4,22,459
5871,P5,1,45
5872,P3,0,0
5873,P4,17,476
5874,P5,0,45
5875,P3,0,0
5876,P4,21,497
5877,P5,4,49
5878,P3,0,0
5879,P4,20,517
5880,P5,2,51
5881,P3,0,0
5882,P4,23,540
5883,P5,0,51
5884,P3,0,0
5885,P4,0,0
5886,P5,0,0
5887,P3,1,1
5888,P4,48,48
5889,P5,21,21
5890,P3,1,2
5891,P4,46,94
5892,P5,18,39
5893,P3,0,2
5894,P4,53,147
5895,P5,17,56
5896,P3,0,2
5897,P4,38,185
5898,P5,18,74
5899,P3,0,2
5900,P4,49,234
5901,P5,18,92
5902,P3,0,2
5903,P4,44,278
5904,P5,17,109
5905,P3,1,3
5906,P4,41,319
5907,P5,15,124
5908,P3,0,3
5909,P4,48,367
5910,P5,21,145
5911,P3,0,3
5912,P4,47,414
5913,P5,17,162
5914,P3,0,3
5915,P4,53,467
5916,P5,19,181
5917,P3,2,5
5918,P4,51,518
5919,P5,14,195
5920,P3,0,5
5921,P4,50,568
5922,P5,13,208
5923,P3,2,7
5924,P4,45,613
5925,P5,18,226
5926,P3,0,7
5927,P4,50,663
5928,P5,18,244
5929,P3,0,7
5930,P4,54,717
5931,P5,15,259
5932,P3,0,7
5933,P4,53,770
5934,P5,21,280
5935,P3,0,0
5936,P4,0,0
5937,P5,0,0
5938,P3,7,7
5939,P4,45,45
5940,P5,8,8
5941,P3,0,7
5942,P4,36,81
5943,P5,3,11
5944,P3,2,9
5945,P4,47,128
5946,P5,5,16
5947,P3,4,13
5948,P4,42,170
5949,P5,4,20
5950,P3,0,13
5951,P4,38,208
5952,P5,1,21
5953,P3,1,14
5954,P4,51,259
5955,P5,0,21
5956,P3,0,0
5957,P4,0,0
5958,P5,0,0
5959,P3,0,0
5960,P4,14,14
5961,P5,11,11
5962,P3,2,2
5963,P4,25,39
5964,P5,7,18
5965,P3,0,2
5966,P4,10,49
5967,P5,18,36
5968,P3,1,3
5969,P4,16,65
5970,P5,12,48
5971,P3,3,6
5972,P4,20,85
5973,P5,8,56
5974,P3,1,7
5975,P4,13,98
5976,P5,14,70
5977,P3,1,8
5978,P4,17,115
5979,P5,13,83
5980,P3,0,0
5981,P4,0,0
5982,P5,0,0
5983,P3,47,47
5984,P4,6,6
5985,P5,51,51
5986,P3,53,100
5987,P4,1,7
5988,P5,58,109
5989,P3,43,143
5990,P4,1,8
5991,P5,53,162
5992,P3,51,194
5993,P4,1,9
5994,P5,47,209
5995,P3,42,236
5996,P4,6,15
5997,P5,62,271
5998,P3,37,273
5999,P4,4,19
6000,P5,53,324
6001,P3,50,323
6002,P4,2,21
6003,P5,64,388
6004,P3,63,386
6005,P4,0,21
6006,P5,53,441
6007,P3,83,469
6008,P4,1,22
6009,P5,60,501
6010,P3,34,503
6011,P4,2,24
6012,P5,54,555
6013,P3,55,558
6014,P4,1,25
6015,P5,51,606
6016,P3,51,609
6017,P4,1,26
6018,P5,53,659
6019,P3,51,660
6020,P4,3,29
6021,P5,46,705
6022,P3,64,724
6023,P4,1,30
6024,P5,44,749
6025,P3,54,778
6026,P4,1,31
6027,P5,48,797
6028,P3,57,835
6029,P4,3,34
6030,P5,60,857
6031,P3,63,898
6032,P4,5,39
6033,P5,47,904
6034,P3,41,939
6035,P4,11,50
6036,P5,49,953
6037,P3,0,0
6038,P4,0,0
6039,P5,0,0
6040,P3,11,11
6041,P4,16,16
6042,P5,0,0
6043,P3,0,0
6044,P4,0,0
6045,P5,0,0
6046,P3,0,0
6047,P4,27,27
6048,P5,32,32
6049,P3,0,0
6050,P4,17,44
6051,P5,35,67
6052,P3,0,0
6053,P4,16,60
6054,P5,35,102
6055,P3,0,0
6056,P4,16,76
6057,P5,32,134
6058,P3,0,0
6059,P4,19,95
6060,P5,32,166
6061,P3,0,0
6062,P4,14,109
6063,P5,32,198
6064,P3,0,0
6065,P4,16,125
6066,P5,37,235
6067,P3,0,0
6068,P4,16,141
6069,P5,39,274
6070,P3,0,0
6071,P4,18,159
6072,P5,32,306
6073,P3,0,0
6074,P4,17,176
6075,P5,38,344
6076,P3,0,0
6077,P4,16,192
6078,P5,37,381
6079,P3,0,0
6080,P4,28,220
6081,P5,32,413
6082,P3,0,0
6083,P4,17,237
6084,P5,36,449
6085,P3,0,0
6086,P4,18,255
6087,P5,31,480
6088,P3,0,0
6089,P4,15,270
6090,P5,36,516
6091,P3,0,0
6092,P4,22,292
6093,P5,36,552
6094,P3,0,0
6095,P4,20,312
6096,P5,28,580
6097,P3,0,0
6098,P4,21,333
6099,P5,31,611
6100,P3,0,0
6101,P4,23,356
6102,P5,36,647
6103,P3,0,0
6104,P4,18,374
6105,P5,32,679
6106,P3,0,0
6107,P4,23,397
6108,P5,31,710
6109,P3,0,0
6110,P4,16,413
6111,P5,40,750
6112,P3,0,0
6113,P4,14,427
6114,P5,44,794
6115,P3,0,0
6116,P4,17,444
6117,P5,32,826
6118,P3,0,0
6119,P4,20,464
6120,P5,25,851
6121,P3,0,0
6122,P4,18,482
6123,P5,33,884
6124,P3,0,0
6125,P4,16,498
6126,P5,39,923
6127,P3,0,0
6128,P4,22,520
6129,P5,37,960
6130,P3,0,0
6131,P4,26,546
6132,P5,44,1004
6133,P3,0,0
6134,P4,19,565
6135,P5,40,1044
6136,P3,0,0
6137,P4,15,580
6138,P5,25,1069
6139,P3,0,0
6140,P4,18,598
6141,P5,34,1103
6142,P3,0,0
6143,P4,15,613
6144,P5,37,1140
6145,P3,0,0
6146,P4,14,627
6147,P5,28,1168
6148,P3,0,0
6149,P4,21,648
6150,P5,39,1207
6151,P3,0,0
6152,P4,18,666
6153,P5,40,1247
6154,P3,0,0
6155,P4,15,681
6156,P5,40,1287
6157,P3,0,0
6158,P4,5,686
6159,P5,32,1319
6160,P3,0,0
6161,P4,21,707
6162,P5,30,1349
6163,P3,0,0
6164,P4,16,723
6165,P5,29,1378
6166,P3,0,0
6167,P4,15,738
6168,P5,35,1413
6169,P3,0,0
6170,P4,17,755
6171,P5,34,1447
6172,P3,0,0
6173,P4,20,775
6174,P5,34,1481
6175,P3,0,0
6176,P4,0,0
6177,P5,0,0
6178,P3,4,4
6179,P4,0,0
6180,P5,16,16
6181,P3,0,4
6182,P4,1,1
6183,P5,16,32
6184,P3,3,7
6185,P4,0,1
6186,P5,16,48
6187,P3,0,7
6188,P4,2,3
6189,P5,16,64
6190,P3,3,10
6191,P4,0,3
6192,P5,16,80
6193,P3,1,11
6194,P4,0,3
6195,P5,16,96
6196,P3,5,16
6197,P4,0,3
6198,P5,16,112
6199,P3,4,20
