frame_idx,level,count,gpu_mem_mb
15620,P4,4,7
15621,P5,5,15
15622,P3,42,117
15623,P4,10,17
15624,P5,5,20
15625,P3,47,164
15626,P4,7,24
15627,P5,3,23
15628,P3,48,212
15629,P4,9,33
15630,P5,6,29
15631,P3,42,254
15632,P4,11,44
15633,P5,7,36
15634,P3,38,292
15635,P4,8,52
15636,P5,5,41
15637,P3,47,339
15638,P4,11,63
15639,P5,4,45
15640,P3,40,379
15641,P4,7,70
15642,P5,8,53
15643,P3,40,419
15644,P4,3,73
15645,P5,7,60
15646,P3,40,459
15647,P4,7,80
15648,P5,5,65
15649,P3,0,0
15650,P4,0,0
15651,P5,0,0
15652,P3,3,3
15653,P4,2,2
15654,P5,11,11
15655,P3,3,6
15656,P4,5,7
15657,P5,12,23
15658,P3,4,10
15659,P4,6,13
15660,P5,14,37
15661,P3,0,10
15662,P4,9,22
15663,P5,19,56
15664,P3,0,10
15665,P4,4,26
15666,P5,19,75
15667,P3,3,13
15668,P4,0,26
15669,P5,16,91
15670,P3,1,14
15671,P4,5,31
15672,P5,14,105
15673,P3,4,18
15674,P4,2,33
15675,P5,11,116
15676,P3,0,18
15677,P4,2,35
15678,P5,14,130
15679,P3,2,20
15680,P4,2,37
15681,P5,12,142
15682,P3,8,28
15683,P4,4,41
15684,P5,17,159
15685,P3,0,0
15686,P4,0,0
15687,P5,0,0
15688,P3,93,93
15689,P4,7,7
15690,P5,15,15
15691,P3,87,180
15692,P4,1,8
15693,P5,28,43
15694,P3,96,276
15695,P4,6,14
15696,P5,24,67
15697,P3,95,371
15698,P4,6,20
15699,P5,20,87
15700,P3,96,467
15701,P4,6,26
15702,P5,14,101
15703,P3,94,561
15704,P4,4,30
15705,P5,16,117
15706,P3,101,662
15707,P4,9,39
15708,P5,16,133
15709,P3,90,752
15710,P4,4,43
15711,P5,17,150
15712,P3,88,840
15713,P4,7,50
15714,P5,16,166
15715,P3,93,933
15716,P4,4,54
15717,P5,24,190
15718,P3,99,1032
15719,P4,5,59
15720,P5,23,213
15721,P3,98,1130
15722,P4,6,65
15723,P5,16,229
15724,P3,81,1211
15725,P4,6,71
15726,P5,26,255
15727,P3,91,1302
15728,P4,5,76
15729,P5,22,277
15730,P3,101,1403
15731,P4,5,81
15732,P5,21,298
15733,P3,90,1493
15734,P4,4,85
15735,P5,24,322
15736,P3,94,1587
15737,P4,3,88
15738,P5,25,347
15739,P3,85,1672
15740,P4,3,91
15741,P5,22,369
15742,P3,0,0
15743,P4,0,0
15744,P5,0,0
15745,P3,1,1
15746,P4,27,27
15747,P5,2,2
15748,P3,0,1
15749,P4,32,59
15750,P5,2,4
15751,P3,0,1
15752,P4,29,88
15753,P5,1,5
15754,P3,0,1
15755,P4,34,122
15756,P5,2,7
15757,P3,0,1
15758,P4,31,153
15759,P5,1,8
15760,P3,0,1
15761,P4,33,186
15762,P5,0,8
15763,P3,0,1
15764,P4,31,217
15765,P5,1,9
15766,P3,0,1
15767,P4,24,241
15768,P5,1,10
15769,P3,0,1
15770,P4,43,284
15771,P5,2,12
15772,P3,0,1
15773,P4,36,320
15774,P5,0,12
15775,P3,0,1
15776,P4,37,357
15777,P5,2,14
15778,P3,0,1
15779,P4,34,391
15780,P5,1,15
15781,P3,0,1
15782,P4,36,427
15783,P5,1,16
15784,P3,0,1
15785,P4,28,455
15786,P5,1,17
15787,P3,0,1
15788,P4,34,489
15789,P5,2,19
15790,P3,0,1
15791,P4,39,528
15792,P5,4,23
15793,P3,0,1
15794,P4,30,558
15795,P5,1,24
15796,P3,0,1
15797,P4,35,593
15798,P5,2,26
15799,P3,0,1
15800,P4,31,624
15801,P5,1,27
15802,P3,0,1
15803,P4,33,657
15804,P5,2,29
15805,P3,0,1
15806,P4,32,689
15807,P5,2,31
15808,P3,0,1
15809,P4,25,714
15810,P5,2,33
15811,P3,0,1
15812,P4,24,738
15813,P5,3,36
15814,P3,0,1
15815,P4,33,771
15816,P5,2,38
15817,P3,0,1
15818,P4,59,830
15819,P5,0,38
15820,P3,0,1
15821,P4,38,868
15822,P5,0,38
15823,P3,0,1
15824,P4,31,899
15825,P5,0,38
15826,P3,0,1
15827,P4,31,930
15828,P5,3,41
15829,P3,0,1
15830,P4,36,966
15831,P5,0,41
15832,P3,0,1
15833,P4,32,998
15834,P5,1,42
15835,P3,0,1
15836,P4,32,1030
15837,P5,3,45
15838,P3,0,1
15839,P4,41,1071
15840,P5,0,45
15841,P3,0,1
15842,P4,38,1109
15843,P5,2,47
15844,P3,0,1
15845,P4,34,1143
15846,P5,0,47
15847,P3,0,1
15848,P4,25,1168
15849,P5,2,49
15850,P3,0,1
15851,P4,32,1200
15852,P5,4,53
15853,P3,0,1
15854,P4,34,1234
15855,P5,2,55
15856,P3,0,1
15857,P4,28,1262
15858,P5,1,56
15859,P3,0,1
15860,P4,33,1295
15861,P5,1,57
15862,P3,0,1
15863,P4,30,1325
15864,P5,0,57
15865,P3,0,1
15866,P4,41,1366
15867,P5,1,58
15868,P3,0,1
15869,P4,31,1397
15870,P5,0,58
15871,P3,0,1
15872,P4,33,1430
15873,P5,1,59
15874,P3,0,1
15875,P4,29,1459
15876,P5,2,61
15877,P3,0,1
15878,P4,35,1494
15879,P5,1,62
15880,P3,0,1
15881,P4,35,1529
15882,P5,0,62
15883,P3,0,1
15884,P4,29,1558
15885,P5,1,63
15886,P3,0,0
15887,P4,0,0
15888,P5,0,0
15889,P3,21,21
15890,P4,5,5
15891,P5,0,0
15892,P3,19,40
15893,P4,8,13
15894,P5,14,14
15895,P3,19,59
15896,P4,13,26
15897,P5,1,15
15898,P3,22,81
15899,P4,5,31
15900,P5,2,17
15901,P3,19,100
15902,P4,6,37
15903,P5,3,20
15904,P3,20,120
15905,P4,6,43
15906,P5,2,22
15907,P3,20,140
15908,P4,7,50
15909,P5,3,25
15910,P3,21,161
15911,P4,4,54
15912,P5,1,26
15913,P3,18,179
15914,P4,5,59
15915,P5,0,26
15916,P3,19,198
15917,P4,6,65
15918,P5,2,28
15919,P3,18,216
15920,P4,6,71
15921,P5,0,28
15922,P3,16,232
15923,P4,9,80
15924,P5,2,30
15925,P3,18,250
15926,P4,7,87
15927,P5,1,31
15928,P3,16,266
15929,P4,5,92
15930,P5,4,35
15931,P3,18,284
15932,P4,5,97
15933,P5,3,38
15934,P3,20,304
15935,P4,4,101
15936,P5,1,39
15937,P3,20,324
15938,P4,9,110
15939,P5,1,40
15940,P3,22,346
15941,P4,8,118
15942,P5,1,41
15943,P3,19,365
15944,P4,11,129
15945,P5,3,44
15946,P3,18,383
15947,P4,8,137
15948,P5,0,44
15949,P3,17,400
15950,P4,8,145
15951,P5,1,45
15952,P3,18,418
15953,P4,7,152
15954,P5,0,45
15955,P3,17,435
15956,P4,8,160
15957,P5,1,46
15958,P3,17,452
15959,P4,9,169
15960,P5,2,48
15961,P3,15,467
15962,P4,8,177
15963,P5,2,50
15964,P3,18,485
15965,P4,10,187
15966,P5,0,50
15967,P3,20,505
15968,P4,9,196
15969,P5,1,51
15970,P3,0,0
15971,P4,0,0
15972,P5,0,0
15973,P3,11,11
15974,P4,10,10
15975,P5,21,21
15976,P3,17,28
15977,P4,13,23
15978,P5,20,41
15979,P3,11,39
15980,P4,14,37
15981,P5,18,59
15982,P3,16,55
15983,P4,13,50
15984,P5,17,76
15985,P3,15,70
15986,P4,10,60
15987,P5,18,94
15988,P3,14,84
15989,P4,19,79
15990,P5,19,113
15991,P3,13,97
15992,P4,11,90
15993,P5,18,131
15994,P3,18,115
15995,P4,15,105
15996,P5,19,150
15997,P3,13,128
15998,P4,2,107
15999,P5,16,166
16000,P3,14,142
16001,P4,12,119
16002,P5,18,184
16003,P3,12,154
16004,P4,10,129
16005,P5,17,201
16006,P3,6,160
16007,P4,13,142
16008,P5,16,217
16009,P3,12,172
16010,P4,11,153
16011,P5,24,241
16012,P3,18,190
16013,P4,6,159
16014,P5,21,262
16015,P3,18,208
16016,P4,18,177
16017,P5,19,281
16018,P3,0,0
16019,P4,0,0
16020,P5,0,0
16021,P3,25,25
16022,P4,19,19
16023,P5,0,0
16024,P3,26,51
16025,P4,19,38
16026,P5,0,0
16027,P3,16,67
16028,P4,28,66
16029,P5,0,0
16030,P3,13,80
16031,P4,32,98
16032,P5,0,0
16033,P3,25,105
16034,P4,29,127
16035,P5,0,0
16036,P3,29,134
16037,P4,28,155
16038,P5,0,0
16039,P3,23,157
16040,P4,24,179
16041,P5,1,1
16042,P3,21,178
16043,P4,29,208
16044,P5,0,1
16045,P3,33,211
16046,P4,30,238
16047,P5,0,1
16048,P3,31,242
16049,P4,34,272
16050,P5,0,1
16051,P3,19,261
16052,P4,36,308
16053,P5,0,1
16054,P3,21,282
16055,P4,25,333
16056,P5,0,1
16057,P3,23,305
16058,P4,29,362
16059,P5,0,1
16060,P3,29,334
16061,P4,29,391
16062,P5,0,1
16063,P3,23,357
16064,P4,22,413
16065,P5,0,1
16066,P3,18,375
16067,P4,29,442
16068,P5,0,1
16069,P3,26,401
16070,P4,23,465
16071,P5,0,1
16072,P3,25,426
16073,P4,34,499
16074,P5,0,1
16075,P3,36,462
16076,P4,26,525
16077,P5,0,1
16078,P3,24,486
16079,P4,25,550
16080,P5,0,1
16081,P3,31,517
16082,P4,26,576
16083,P5,0,1
16084,P3,23,540
16085,P4,30,606
16086,P5,0,1
16087,P3,28,568
16088,P4,31,637
16089,P5,0,1
16090,P3,21,589
16091,P4,33,670
16092,P5,0,1
16093,P3,27,616
16094,P4,19,689
16095,P5,0,1
16096,P3,26,642
16097,P4,19,708
16098,P5,0,1
16099,P3,22,664
16100,P4,25,733
16101,P5,0,1
16102,P3,40,704
16103,P4,21,754
16104,P5,0,1
16105,P3,31,735
16106,P4,29,783
16107,P5,0,1
16108,P3,23,758
16109,P4,27,810
16110,P5,0,1
16111,P3,31,789
16112,P4,25,835
16113,P5,0,1
16114,P3,27,816
16115,P4,28,863
16116,P5,0,1
16117,P3,25,841
16118,P4,20,883
16119,P5,0,1
16120,P3,28,869
16121,P4,27,910
16122,P5,0,1
16123,P3,23,892
16124,P4,28,938
16125,P5,0,1
16126,P3,36,928
16127,P4,20,958
16128,P5,0,1
16129,P3,26,954
16130,P4,26,984
16131,P5,0,1
16132,P3,22,976
16133,P4,30,1014
16134,P5,0,1
16135,P3,21,997
16136,P4,30,1044
16137,P5,0,1
16138,P3,23,1020
16139,P4,28,1072
16140,P5,0,1
16141,P3,32,1052
16142,P4,22,1094
16143,P5,0,1
16144,P3,28,1080
16145,P4,28,1122
16146,P5,0,1
16147,P3,22,1102
16148,P4,35,1157
16149,P5,0,1
16150,P3,22,1124
16151,P4,36,1193
16152,P5,0,1
16153,P3,23,1147
16154,P4,22,1215
16155,P5,1,2
16156,P3,25,1172
16157,P4,25,1240
16158,P5,0,2
16159,P3,0,0
16160,P4,0,0
16161,P5,0,0
16162,P3,0,0
16163,P4,3,3
16164,P5,22,22
16165,P3,0,0
16166,P4,1,4
16167,P5,20,42
16168,P3,0,0
16169,P4,0,4
16170,P5,16,58
16171,P3,0,0
16172,P4,2,6
16173,P5,21,79
16174,P3,0,0
16175,P4,1,7
16176,P5,20,99
16177,P3,0,0
16178,P4,1,8
16179,P5,23,122
16180,P3,0,0
16181,P4,3,11
16182,P5,19,141
16183,P3,0,0
16184,P4,2,13
16185,P5,19,160
16186,P3,0,0
16187,P4,3,16
16188,P5,19,179
16189,P3,0,0
16190,P4,1,17
16191,P5,19,198
16192,P3,0,0
16193,P4,1,18
16194,P5,19,217
16195,P3,0,0
16196,P4,1,19
16197,P5,25,242
16198,P3,0,0
16199,P4,2,21
16200,P5,18,260
16201,P3,0,0
16202,P4,5,26
16203,P5,17,277
16204,P3,0,0
16205,P4,1,27
16206,P5,22,299
16207,P3,0,0
16208,P4,2,29
16209,P5,18,317
16210,P3,0,0
16211,P4,1,30
16212,P5,19,336
16213,P3,0,0
16214,P4,0,30
16215,P5,17,353
16216,P3,0,0
16217,P4,0,0
16218,P5,0,0
16219,P3,1,1
16220,P4,121,121
16221,P5,0,0
16222,P3,97,98
16223,P4,126,247
16224,P5,4,4
16225,P3,44,142
16226,P4,136,383
16227,P5,2,6
16228,P3,30,172
16229,P4,134,517
16230,P5,3,9
16231,P3,30,202
16232,P4,131,648
16233,P5,1,10
16234,P3,44,246
16235,P4,140,788
16236,P5,7,17
16237,P3,36,282
16238,P4,132,920
16239,P5,2,19
16240,P3,38,320
16241,P4,133,1053
16242,P5,1,20
16243,P3,39,359
16244,P4,135,1188
16245,P5,2,22
16246,P3,66,425
16247,P4,136,1324
16248,P5,9,31
16249,P3,48,473
16250,P4,132,1456
16251,P5,3,34
16252,P3,46,519
16253,P4,131,1587
16254,P5,3,37
16255,P3,37,556
16256,P4,127,1714
16257,P5,2,39
16258,P3,49,605
16259,P4,142,1856
16260,P5,3,42
16261,P3,41,646
16262,P4,131,1987
16263,P5,11,53
16264,P3,55,701
16265,P4,143,2130
16266,P5,1,54
16267,P3,38,739
16268,P4,140,2270
16269,P5,3,57
16270,P3,45,784
16271,P4,133,2403
16272,P5,2,59
16273,P3,0,0
16274,P4,0,0
16275,P5,0,0
16276,P3,1,1
16277,P4,23,23
16278,P5,0,0
16279,P3,4,5
16280,P4,24,47
16281,P5,0,0
16282,P3,0,5
16283,P4,20,67
16284,P5,0,0
16285,P3,2,7
16286,P4,24,91
16287,P5,0,0
16288,P3,3,10
16289,P4,22,113
16290,P5,0,0
16291,P3,0,10
16292,P4,27,140
16293,P5,0,0
16294,P3,2,12
16295,P4,22,162
16296,P5,0,0
16297,P3,3,15
16298,P4,23,185
16299,P5,0,0
16300,P3,0,15
16301,P4,24,209
16302,P5,0,0
16303,P3,0,15
16304,P4,21,230
16305,P5,0,0
16306,P3,1,16
16307,P4,20,250
16308,P5,0,0
16309,P3,0,16
16310,P4,25,275
16311,P5,0,0
16312,P3,0,16
16313,P4,23,298
16314,P5,0,0
16315,P3,0,16
16316,P4,24,322
16317,P5,0,0
16318,P3,0,16
16319,P4,24,346
16320,P5,0,0
16321,P3,0,16
16322,P4,24,370
16323,P5,0,0
16324,P3,1,17
16325,P4,26,396
16326,P5,0,0
16327,P3,0,17
16328,P4,25,421
16329,P5,1,1
16330,P3,2,19
16331,P4,24,445
16332,P5,0,1
16333,P3,2,21
16334,P4,23,468
16335,P5,0,1
16336,P3,1,22
16337,P4,29,497
16338,P5,0,1
16339,P3,2,24
16340,P4,24,521
16341,P5,0,1
16342,P3,0,24
16343,P4,23,544
16344,P5,0,1
16345,P3,0,24
16346,P4,25,569
16347,P5,0,1
16348,P3,2,26
16349,P4,21,590
16350,P5,0,1
16351,P3,0,26
16352,P4,22,612
16353,P5,0,1
16354,P3,4,30
16355,P4,26,638
16356,P5,0,1
16357,P3,4,34
16358,P4,25,663
16359,P5,0,1
16360,P3,0,34
16361,P4,27,690
16362,P5,0,1
16363,P3,0,0
16364,P4,0,0
16365,P5,0,0
16366,P3,0,0
16367,P4,3,3
16368,P5,20,20
16369,P3,0,0
16370,P4,1,4
16371,P5,22,42
16372,P3,0,0
16373,P4,0,4
16374,P5,21,63
16375,P3,0,0
16376,P4,2,6
16377,P5,18,81
16378,P3,0,0
16379,P4,1,7
16380,P5,22,103
16381,P3,0,0
16382,P4,1,8
16383,P5,18,121
16384,P3,0,0
16385,P4,0,0
16386,P5,0,0
16387,P3,1,1
16388,P4,0,0
16389,P5,18,18
16390,P3,0,1
16391,P4,3,3
16392,P5,20,38
16393,P3,0,1
16394,P4,0,3
16395,P5,19,57
16396,P3,0,1
16397,P4,2,5
16398,P5,16,73
16399,P3,1,2
16400,P4,1,6
16401,P5,22,95
16402,P3,0,2
16403,P4,2,8
16404,P5,22,117
16405,P3,0,2
16406,P4,2,10
16407,P5,20,137
16408,P3,0,2
16409,P4,1,11
16410,P5,21,158
16411,P3,0,2
16412,P4,1,12
16413,P5,19,177
16414,P3,0,2
16415,P4,0,12
16416,P5,22,199
16417,P3,3,5
16418,P4,1,13
16419,P5,20,219
16420,P3,1,6
16421,P4,1,14
16422,P5,16,235
16423,P3,0,6
16424,P4,0,14
16425,P5,21,256
16426,P3,0,6
16427,P4,2,16
16428,P5,17,273
16429,P3,0,6
16430,P4,1,17
16431,P5,17,290
16432,P3,0,6
16433,P4,3,20
16434,P5,21,311
16435,P3,0,6
16436,P4,0,20
16437,P5,20,331
16438,P3,0,6
16439,P4,1,21
16440,P5,20,351
16441,P3,0,0
16442,P4,0,0
16443,P5,0,0
16444,P3,0,0
16445,P4,5,5
16446,P5,31,31
16447,P3,0,0
16448,P4,1,6
16449,P5,19,50
16450,P3,0,0
16451,P4,2,8
16452,P5,25,75
16453,P3,0,0
16454,P4,6,14
16455,P5,25,100
16456,P3,0,0
16457,P4,5,19
16458,P5,21,121
16459,P3,0,0
16460,P4,4,23
16461,P5,23,144
16462,P3,0,0
16463,P4,3,26
16464,P5,24,168
16465,P3,0,0
16466,P4,1,27
16467,P5,27,195
16468,P3,0,0
16469,P4,4,31
16470,P5,29,224
16471,P3,0,0
16472,P4,7,38
16473,P5,25,249
16474,P3,0,0
16475,P4,0,0
16476,P5,0,0
16477,P3,67,67
16478,P4,52,52
16479,P5,15,15
16480,P3,73,140
16481,P4,45,97
16482,P5,25,40
16483,P3,87,227
16484,P4,49,146
16485,P5,19,59
16486,P3,85,312
16487,P4,65,211
16488,P5,20,79
16489,P3,51,363
16490,P4,40,251
16491,P5,49,128
16492,P3,81,444
16493,P4,45,296
16494,P5,31,159
16495,P3,90,534
16496,P4,44,340
16497,P5,21,180
16498,P3,73,607
16499,P4,80,420
16500,P5,16,196
16501,P3,72,679
16502,P4,68,488
16503,P5,23,219
16504,P3,0,0
16505,P4,0,0
16506,P5,0,0
16507,P3,21,21
16508,P4,18,18
16509,P5,4,4
16510,P3,19,40
16511,P4,23,41
16512,P5,7,11
16513,P3,25,65
16514,P4,20,61
16515,P5,1,12
16516,P3,21,86
16517,P4,19,80
16518,P5,5,17
16519,P3,25,111
16520,P4,22,102
16521,P5,4,21
16522,P3,24,135
16523,P4,19,121
16524,P5,4,25
16525,P3,20,155
16526,P4,18,139
16527,P5,5,30
16528,P3,20,175
16529,P4,24,163
16530,P5,4,34
16531,P3,0,0
16532,P4,0,0
16533,P5,0,0
16534,P3,21,21
16535,P4,16,16
16536,P5,16,16
16537,P3,19,40
16538,P4,21,37
16539,P5,13,29
16540,P3,30,70
16541,P4,23,60
16542,P5,15,44
16543,P3,23,93
16544,P4,19,79
16545,P5,14,58
16546,P3,30,123
16547,P4,24,103
16548,P5,15,73
16549,P3,26,149
16550,P4,21,124
16551,P5,16,89
16552,P3,32,181
16553,P4,15,139
16554,P5,15,104
16555,P3,28,209
16556,P4,23,162
16557,P5,15,119
16558,P3,27,236
16559,P4,18,180
16560,P5,15,134
16561,P3,24,260
16562,P4,20,200
16563,P5,15,149
16564,P3,36,296
16565,P4,18,218
16566,P5,16,165
16567,P3,32,328
16568,P4,16,234
16569,P5,16,181
16570,P3,30,358
16571,P4,21,255
16572,P5,13,194
16573,P3,29,387
16574,P4,19,274
16575,P5,13,207
16576,P3,32,419
16577,P4,18,292
16578,P5,15,222
16579,P3,33,452
16580,P4,17,309
16581,P5,14,236
16582,P3,24,476
16583,P4,19,328
16584,P5,15,251
16585,P3,23,499
16586,P4,19,347
16587,P5,14,265
16588,P3,25,524
16589,P4,20,367
16590,P5,17,282
16591,P3,26,550
16592,P4,18,385
16593,P5,16,298
16594,P3,32,582
16595,P4,23,408
16596,P5,14,312
16597,P3,33,615
16598,P4,22,430
16599,P5,15,327
16600,P3,34,649
16601,P4,18,448
16602,P5,14,341
16603,P3,30,679
16604,P4,20,468
16605,P5,14,355
16606,P3,29,708
16607,P4,18,486
16608,P5,15,370
16609,P3,29,737
16610,P4,17,503
16611,P5,15,385
16612,P3,31,768
16613,P4,22,525
16614,P5,15,400
16615,P3,29,797
16616,P4,16,541
16617,P5,14,414
16618,P3,24,821
16619,P4,18,559
16620,P5,13,427
16621,P3,35,856
16622,P4,21,580
16623,P5,16,443
16624,P3,23,879
16625,P4,17,597
16626,P5,15,458
16627,P3,29,908
16628,P4,25,622
16629,P5,16,474
16630,P3,29,937
16631,P4,25,647
16632,P5,14,488
16633,P3,26,963
16634,P4,20,667
16635,P5,13,501
16636,P3,42,1005
16637,P4,23,690
16638,P5,17,518
16639,P3,32,1037
16640,P4,20,710
16641,P5,14,532
16642,P3,27,1064
16643,P4,19,729
16644,P5,14,546
16645,P3,35,1099
16646,P4,19,748
16647,P5,17,563
16648,P3,24,1123
16649,P4,22,770
16650,P5,15,578
16651,P3,21,1144
16652,P4,18,788
16653,P5,13,591
16654,P3,30,1174
16655,P4,13,801
16656,P5,18,609
16657,P3,29,1203
16658,P4,15,816
16659,P5,14,623
16660,P3,36,1239
16661,P4,22,838
16662,P5,16,639
16663,P3,23,1262
16664,P4,20,858
16665,P5,15,654
16666,P3,29,1291
16667,P4,19,877
16668,P5,8,662
16669,P3,30,1321
16670,P4,22,899
16671,P5,16,678
16672,P3,31,1352
16673,P4,27,926
16674,P5,15,693
16675,P3,36,1388
16676,P4,22,948
16677,P5,16,709
16678,P3,29,1417
16679,P4,22,970
16680,P5,14,723
16681,P3,30,1447
16682,P4,21,991
16683,P5,15,738
16684,P3,43,1490
16685,P4,17,1008
16686,P5,14,752
16687,P3,35,1525
16688,P4,20,1028
16689,P5,15,767
16690,P3,31,1556
16691,P4,13,1041
16692,P5,14,781
16693,P3,30,1586
16694,P4,19,1060
16695,P5,16,797
16696,P3,34,1620
16697,P4,23,1083
16698,P5,15,812
16699,P3,27,1647
16700,P4,22,1105
16701,P5,16,828
16702,P3,29,1676
16703,P4,13,1118
16704,P5,14,842
16705,P3,32,1708
16706,P4,25,1143
16707,P5,15,857
16708,P3,30,1738
16709,P4,17,1160
16710,P5,14,871
16711,P3,34,1772
16712,P4,24,1184
16713,P5,13,884
16714,P3,32,1804
16715,P4,22,1206
16716,P5,16,900
16717,P3,35,1839
16718,P4,20,1226
16719,P5,15,915
16720,P3,38,1877
16721,P4,16,1242
16722,P5,15,930
16723,P3,34,1911
16724,P4,25,1267
16725,P5,15,945
16726,P3,31,1942
16727,P4,17,1284
16728,P5,14,959
16729,P3,35,1977
16730,P4,26,1310
16731,P5,15,974
16732,P3,30,2007
16733,P4,20,1330
16734,P5,15,989
16735,P3,30,2037
16736,P4,21,1351
16737,P5,15,1004
16738,P3,28,2065
16739,P4,17,1368
16740,P5,12,1016
16741,P3,29,2094
16742,P4,18,1386
16743,P5,16,1032
16744,P3,30,2124
16745,P4,22,1408
16746,P5,15,1047
16747,P3,29,2153
16748,P4,24,1432
16749,P5,13,1060
16750,P3,28,2181
16751,P4,23,1455
16752,P5,15,1075
16753,P3,30,2211
16754,P4,22,1477
16755,P5,15,1090
16756,P3,32,2243
16757,P4,20,1497
16758,P5,15,1105
16759,P3,26,2269
16760,P4,16,1513
16761,P5,14,1119
16762,P3,24,2293
16763,P4,20,1533
16764,P5,15,1134
16765,P3,34,2327
16766,P4,26,1559
16767,P5,13,1147
16768,P3,24,2351
16769,P4,24,1583
16770,P5,15,1162
16771,P3,31,2382
16772,P4,17,1600
16773,P5,16,1178
16774,P3,37,2419
16775,P4,20,1620
16776,P5,16,1194
16777,P3,31,2450
16778,P4,24,1644
16779,P5,16,1210
16780,P3,32,2482
16781,P4,22,1666
16782,P5,15,1225
16783,P3,29,2511
16784,P4,22,1688
16785,P5,14,1239
16786,P3,31,2542
16787,P4,22,1710
16788,P5,15,1254
16789,P3,34,2576
16790,P4,20,1730
16791,P5,15,1269
16792,P3,39,2615
16793,P4,21,1751
16794,P5,16,1285
16795,P3,34,2649
16796,P4,16,1767
16797,P5,14,1299
16798,P3,37,2686
16799,P4,23,1790
16800,P5,16,1315
16801,P3,33,2719
16802,P4,21,1811
16803,P5,14,1329
16804,P3,36,2755
16805,P4,25,1836
16806,P5,15,1344
16807,P3,31,2786
16808,P4,22,1858
16809,P5,13,1357
16810,P3,35,2821
16811,P4,21,1879
16812,P5,14,1371
16813,P3,33,2854
16814,P4,23,1902
16815,P5,13,1384
16816,P3,28,2882
16817,P4,17,1919
16818,P5,16,1400
16819,P3,30,2912
16820,P4,24,1943
16821,P5,15,1415
16822,P3,29,2941
16823,P4,25,1968
16824,P5,14,1429
16825,P3,27,2968
16826,P4,27,1995
16827,P5,14,1443
16828,P3,23,2991
16829,P4,19,2014
16830,P5,14,1457
16831,P3,33,3024
16832,P4,23,2037
16833,P5,16,1473
16834,P3,19,3043
16835,P4,19,2056
16836,P5,15,1488
16837,P3,38,3081
16838,P4,27,2083
16839,P5,16,1504
16840,P3,29,3110
16841,P4,20,2103
16842,P5,13,1517
16843,P3,33,3143
16844,P4,19,2122
16845,P5,16,1533
16846,P3,30,3173
16847,P4,16,2138
16848,P5,15,1548
16849,P3,30,3203
16850,P4,18,2156
16851,P5,15,1563
16852,P3,37,3240
16853,P4,17,2173
16854,P5,16,1579
16855,P3,25,3265
16856,P4,20,2193
16857,P5,16,1595
16858,P3,33,3298
16859,P4,18,2211
16860,P5,16,1611
16861,P3,33,3331
16862,P4,17,2228
16863,P5,12,1623
16864,P3,29,3360
16865,P4,18,2246
16866,P5,15,1638
16867,P3,37,3397
16868,P4,18,2264
16869,P5,14,1652
16870,P3,27,3424
16871,P4,23,2287
16872,P5,15,1667
16873,P3,27,3451
16874,P4,20,2307
16875,P5,16,1683
16876,P3,31,3482
16877,P4,20,2327
16878,P5,17,1700
16879,P3,29,3511
16880,P4,19,2346
16881,P5,16,1716
16882,P3,33,3544
16883,P4,15,2361
16884,P5,14,1730
16885,P3,33,3577
16886,P4,19,2380
16887,P5,18,1748
16888,P3,26,3603
16889,P4,25,2405
16890,P5,15,1763
16891,P3,0,0
16892,P4,0,0
16893,P5,0,0
16894,P3,32,32
16895,P4,0,0
16896,P5,19,19
16897,P3,29,61
16898,P4,0,0
16899,P5,28,47
16900,P3,28,89
16901,P4,3,3
16902,P5,27,74
16903,P3,27,116
16904,P4,0,3
16905,P5,24,98
16906,P3,0,0
16907,P4,0,0
16908,P5,0,0
16909,P3,15,15
16910,P4,1,1
16911,P5,33,33
16912,P3,23,38
16913,P4,2,3
16914,P5,34,67
16915,P3,16,54
16916,P4,0,3
16917,P5,32,99
16918,P3,16,70
16919,P4,1,4
16920,P5,37,136
16921,P3,17,87
16922,P4,1,5
16923,P5,32,168
16924,P3,27,114
16925,P4,1,6
16926,P5,36,204
16927,P3,0,0
16928,P4,0,0
16929,P5,0,0
16930,P3,0,0
16931,P4,4,4
16932,P5,12,12
16933,P3,0,0
16934,P4,2,6
16935,P5,14,26
16936,P3,0,0
16937,P4,4,10
16938,P5,12,38
16939,P3,0,0
16940,P4,4,14
16941,P5,12,50
16942,P3,0,0
16943,P4,8,22
16944,P5,10,60
16945,P3,0,0
16946,P4,5,27
16947,P5,12,72
16948,P3,0,0
16949,P4,5,32
16950,P5,11,83
16951,P3,0,0
16952,P4,6,38
16953,P5,10,93
16954,P3,0,0
16955,P4,0,0
16956,P5,0,0
16957,P3,0,0
16958,P4,4,4
16959,P5,25,25
16960,P3,0,0
16961,P4,0,0
16962,P5,0,0
16963,P3,7,7
16964,P4,43,43
16965,P5,9,9
16966,P3,15,22
16967,P4,48,91
16968,P5,10,19
16969,P3,12,34
16970,P4,52,143
16971,P5,9,28
16972,P3,9,43
16973,P4,42,185
16974,P5,9,37
16975,P3,18,61
16976,P4,49,234
16977,P5,12,49
16978,P3,14,75
16979,P4,40,274
16980,P5,9,58
16981,P3,19,94
16982,P4,42,316
16983,P5,11,69
16984,P3,10,104
16985,P4,52,368
16986,P5,9,78
16987,P3,17,121
16988,P4,47,415
16989,P5,11,89
16990,P3,14,135
16991,P4,47,462
